OCC2010,abstract,routine,manual,rti
4650,3.2060000000000004,2.0699999999999994,2.382,-1.2914675746554356
4700,2.95,2.405,2.565,-1.1462137454167367
4710,3.4800000000000004,2.735,2.675,-1.2248502382604085
4720,2.4533333333333336,2.9125,2.5325,-0.759450799040583
4740,3.0700000000000003,2.565,3.27,-1.3645090678855352
4750,3.303333333333333,2.685,2.845,-1.2528143992912528
4760,2.94,2.335,2.4850000000000003,-1.140670349778322
4800,3.4233333333333333,1.975,2.26,-1.3654111502034665
4810,3.1366666666666667,2.395,1.95,-0.9376068066419554
4820,3.606666666666667,2.205,1.91,-1.1391597179099548
4830,3.276666666666667,2.17,2.595,-1.3656859945564492
4840,3.360833333333334,2.18625,2.17875,-1.2019659173279564
4850,3.031111111111111,2.2116666666666664,2.4466666666666668,-1.1797599189572785
4900,2.6066666666666665,2.0125,2.1075,-0.931799220301283
4920,3.6066666666666665,2.115,2.445,-1.4175618083393402
4930,3.64,2.02,1.69,-1.113614699170518
4940,3.606666666666667,3.055,2.45,-1.0620924166833028
4950,2.4433333333333334,1.54,2.28,-1.285756253771262
4965,2.4433333333333334,1.54,2.28,-1.285756253771262
5000,3.6566666666666654,2.085,2.165,-1.3342034918227177
5010,2.0966666666666667,2.33,2.045,-0.6098783039613953
5020,2.9233333333333333,3.275,2.42,-0.7701741887973618
5030,2.51,2.8025,2.2325,-0.6900262463793785
5100,2.65,2.695,1.585,-0.4437458429664143
5110,2.856666666666667,2.995,2.29,-0.7812630299403144
5120,2.77,2.9650000000000003,2.115,-0.6810251002477997
5130,2.6966666666666668,3.59,2.7950000000000004,-0.7416963465091658
5140,3.0666666666666664,2.9450000000000003,2.205,-0.831209887182144
5150,3.02,2.875,1.66,-0.5560217595059166
5160,3.273333333333333,3.29,2.9400000000000004,-1.0733308502715746
5165,2.904761904761905,3.0507142857142853,2.2271428571428573,-0.7297561166604757
5200,2.7099999999999995,3.11,2.13,-0.6184478884218002
5210,2.9133333333333336,3.22,1.955,-0.5703067348803466
5220,2.93,2.835,2.165,-0.8053808473037136
