onet_soc,abstract,routine,manual,rti
29-1222.00,3.8033333333333332,3.1849999999999996,3.12,-1.3152585880031393
29-1223.00,3.7533333333333334,1.7400000000000002,1.37,-1.0835699606570306
29-1224.00,3.97,2.8099999999999996,3.2800000000000002,-1.5334250337494972
29-1229.01,3.92,2.325,2.205,-1.3130991236618608
29-1229.02,4.153333333333333,2.08,2.0949999999999998,-1.4310968843520717
29-1229.03,4.203333333333333,3.375,3.115,-1.3557116892236418
29-1229.04,4.033333333333333,2.23,2.735,-1.5987230143365028
29-1229.05,4.216666666666666,1.81,1.9000000000000001,-1.4875719674000796
29-1229.06,3.896666666666667,2.1,3.2,-1.781334951892171
29-1241.00,4.153333333333333,2.565,3.885,-1.839075729888075
29-1291.00,3.5233333333333334,2.04,2.835,-1.588499640537627
29-1292.00,3.58,2.855,3.325,-1.427760631412453
29-1299.01,4.08,1.86,1.9500000000000002,-1.453349873266616
29-1299.02,3.616666666666667,2.24,2.8049999999999997,-1.5104804644260703
29-2011.00,3.7266666666666666,3.705,3.205,-1.1705430106834265
29-2011.01,3.5700000000000003,3.285,2.715,-1.0819908972408725
29-2011.02,2.7933333333333334,2.955,2.94,-1.022146556318411
29-2011.04,2.6300000000000003,3.625,3.3099999999999996,-0.8760777472720066
29-2012.00,3.453333333333333,3.62,2.75,-0.9644668340040274
29-2012.01,2.7133333333333334,3.6,3.12,-0.8550770477056662
29-2031.00,3.4066666666666667,3.3950000000000005,3.4250000000000003,-1.2345320068109777
29-2032.00,3.4466666666666668,3.2,3.545,-1.3397949305905832
29-2033.00,3.0066666666666664,3.355,3.09,-1.0185513658924314
29-2034.00,2.9133333333333336,3.01,3.485,-1.2158258664510373
29-2035.00,3.4499999999999997,3.865,2.76,-0.9016432287329414
29-2036.00,3.98,3.33,2.79,-1.204351111137268
29-2051.00,3.5033333333333334,2.39,2.99,-1.477694917679926
29-2052.00,3.26,3.34,2.825,-1.0142647529884115
29-2053.00,2.8699999999999997,2.075,2.375,-1.1893483135754725
29-2055.00,3.09,2.9499999999999997,3.415,-1.274543413580679
29-2056.00,3.3699999999999997,2.46,3.0250000000000004,-1.4216624859028038
29-2057.00,2.8166666666666664,2.425,2.5549999999999997,-1.0877748519671937
29-2061.00,3.3366666666666664,2.835,2.65,-1.1374900074774348
29-2081.00,3.8033333333333332,2.9,2.665,-1.2513711958312541
29-2091.00,3.783333333333333,2.355,3.3600000000000003,-1.686005701766034
29-2092.00,3.4066666666666667,2.21,2.75,-1.4443426922562672
29-2099.01,3.546666666666667,2.765,2.655,-1.2254122149649926
29-2099.05,2.6333333333333333,2.2750000000000004,2.64,-1.1170493355601772
29-2099.08,3.4,3.06,2.305,-0.9404411921064383
29-9091.00,3.3200000000000003,2.445,2.39,-1.1772130259449813
29-9092.00,3.783333333333333,1.785,1.3050000000000002,-1.0173900808023564
29-9093.00,3.4133333333333336,2.755,3.435,-1.448288814012687
29-9099.01,3.703333333333333,1.88,2.4450000000000003,-1.5720066610684067
31-1121.00,3.206666666666667,2.27,2.885,-1.404977044476257
31-1122.00,3.59,2.59,2.7350000000000003,-1.3326257626626856
31-1131.00,3.0933333333333333,2.885,2.565,-1.0116828367926696
31-1132.00,2.3966666666666665,3.31,3.295,-0.8695368616303447
31-1133.00,3.36,2.395,2.825,-1.3770661077106385
31-2011.00,3.8699999999999997,2.8150000000000004,2.335,-1.166304136570897
31-2012.00,3.5233333333333334,2.15,2.6050000000000004,-1.4513723442797954
31-2021.00,3.4033333333333338,2.115,2.86,-1.5265221558419846
31-2022.00,3.276666666666667,2.12,2.63,-1.4023944029967175
31-9011.00,3.013333333333333,2.1550000000000002,2.3449999999999998,-1.1875415640785068
31-9091.00,3.236666666666667,2.975,3.25,-1.2629549509791769
31-9092.00,3.653333333333333,2.545,2.675,-1.3454587231972432
31-9093.00,3.473333333333333,3.8949999999999996,3.415,-1.113598561357153
31-9094.00,2.7099999999999995,3.21,2.73,-0.8349793069465533
31-9095.00,3.0400000000000005,2.87,3.05,-1.172687076265921
31-9096.00,3.31,2.56,3.0549999999999997,-1.373720523521059
31-9097.00,3.3233333333333337,3.365,3.295,-1.1799465001634168
31-9099.01,3.4966666666666666,1.915,2.49,-1.5143752215841033
31-9099.02,3.186666666666667,3.52,3.665,-1.1993427841238093
33-1011.00,3.4933333333333336,2.37,2.735,-1.3940978709516911
33-1012.00,3.7099999999999995,2.325,3.7150000000000003,-1.7796905157497465
33-1021.00,3.626666666666667,2.375,3.835,-1.767485950092302
33-1091.00,3.1533333333333338,2.425,3.0,-1.3612408586743405
33-2011.00,3.28,2.625,4.065,-1.6251762693522394
33-2021.00,3.6033333333333335,2.105,2.9699999999999998,-1.6261058286632708
33-2022.00,3.2266666666666666,2.85,3.92,-1.4902222721421878
33-3011.00,3.1033333333333335,2.02,2.74,-1.4373372116077316
33-3012.00,3.3266666666666667,2.94,3.425,-1.3546626920188611
33-3021.00,3.7733333333333334,2.605,3.375,-1.58692143322609
33-3021.02,3.48,2.245,3.25,-1.6169817689338113
33-3021.06,4.16,2.475,1.9899999999999998,-1.2074093169889193
33-3031.00,3.56,1.95,3.965,-1.979437027375095
33-3041.00,3.3666666666666667,3.1950000000000003,4.525,-1.5619536245014953
33-3051.00,3.5533333333333332,2.49,3.8899999999999997,-1.7140125772233272
33-3051.04,3.73,2.98,3.315,-1.4229425567762368
33-3052.00,3.5733333333333337,2.53,3.6399999999999997,-1.6372632458837668
33-9011.00,3.6366666666666667,2.3449999999999998,4.075,-1.8436528559714533
33-9021.00,3.6633333333333336,2.42,3.0650000000000004,-1.5346535089670001
33-9031.00,3.6566666666666663,3.335,3.13,-1.2331123108035038
33-9032.00,3.733333333333333,3.4749999999999996,3.12,-1.2095400124375748
33-9091.00,2.44,1.6099999999999999,2.8899999999999997,-1.4770203624330795
33-9092.00,2.53,2.205,2.715,-1.1362837472265181
33-9093.00,2.7399999999999998,3.29,2.945,-0.8971791727262481
33-9099.02,3.606666666666667,2.835,2.9050000000000002,-1.3071754378743852
35-1011.00,3.1666666666666665,2.875,3.52,-1.3550878252990772
35-1012.00,3.28,2.7,2.79,-1.2206332452190432
35-2011.00,2.4499999999999997,2.075,2.015,-0.8667460662726202
35-2012.00,3.0033333333333334,2.42,3.13,-1.3569882473356039
35-2013.00,2.6833333333333336,2.04,3.52,-1.532570984516243
35-2014.00,1.8399999999999999,2.84,3.09,-0.6941326103574336
35-2015.00,2.473333333333333,2.195,2.4050000000000002,-0.9969346255417693
35-2021.00,2.0833333333333335,2.7199999999999998,2.865,-0.7859056449389975
35-3011.00,2.8066666666666666,2.125,2.795,-1.3060578438168078
35-3023.00,2.1366666666666667,2.9450000000000003,2.145,-0.44227771754089906
35-3023.01,2.4766666666666666,2.435,3.1799999999999997,-1.1738480103190903
35-3031.00,2.5733333333333333,2.145,2.545,-1.1161931729910808
35-3041.00,2.78,3.11,2.915,-0.9576980213138584
35-9011.00,2.64,1.955,3.17,-1.454120311610085
35-9021.00,2.1633333333333336,2.285,2.965,-1.0321612501514097
35-9031.00,2.313333333333333,1.97,2.38,-1.0277564307840894
37-1011.00,3.44,2.935,2.9000000000000004,-1.2234747550976757
37-1012.00,3.3766666666666665,2.81,4.2,-1.6187890715361506
37-2011.00,3.0033333333333334,2.2399999999999998,3.215,-1.4610742747747711
37-2012.00,2.393333333333333,2.27,2.785,-1.0771551362779592
37-2021.00,3.0,2.645,4.165,-1.5526574989766533
37-3011.00,2.4633333333333334,3.065,3.8049999999999997,-1.1177838682174752
37-3012.00,2.94,2.75,4.26,-1.5160778299533895
37-3013.00,2.8466666666666662,2.525,4.154999999999999,-1.5442200847124568
39-1013.00,2.563333333333333,3.3949999999999996,2.145,-0.4821442862187638
39-1022.00,3.2433333333333336,2.4050000000000002,2.4,-1.1745204413259793
39-2011.00,3.3633333333333333,1.815,2.8499999999999996,-1.6641660722611529
39-2021.00,3.0,2.115,2.9299999999999997,-1.4245598991988442
39-3011.00,2.0066666666666664,2.75,2.9050000000000002,-0.7513074492780147
39-3012.00,2.34,3.425,2.71,-0.615998092547031
39-3021.00,1.9400000000000002,2.6550000000000002,2.305,-0.5213239948299465
39-3031.00,2.21,2.395,2.1,-0.6615466293961602
39-3091.00,2.94,2.435,2.43,-1.0763540821684943
39-3092.00,3.35,2.45,3.205,-1.4775844116529728
39-3093.00,1.9366666666666668,2.0149999999999997,3.055,-1.0771286794206227
39-4011.00,3.02,2.56,3.65,-1.4599767404897073
39-4021.00,2.59,1.885,2.88,-1.3755203489593266
39-4031.00,3.3033333333333332,2.245,3.3,-1.5801490069520039
39-5011.00,2.8633333333333333,2.26,3.205,-1.4013337244164932
39-5012.00,3.4,2.55,3.6,-1.5686159179138452
39-5091.00,3.19,1.855,3.1900000000000004,-1.702157137534108
39-5092.00,2.1033333333333335,1.7650000000000001,2.94,-1.2537822788503423
39-5093.00,2.64,2.165,3.055,-1.3151381483273303
39-5094.00,3.0066666666666664,2.66,2.92,-1.194089538893005
39-6011.00,2.8833333333333333,2.555,3.665,-1.419723143958625
39-6012.00,3.236666666666667,1.77,2.09,-1.3407285130261055
39-7011.00,2.8733333333333335,1.8399999999999999,2.01,-1.1438419464575822
39-7012.00,3.25,2.58,2.88,-1.2886558915559747
39-9011.00,2.9333333333333336,1.755,1.9449999999999998,-1.1789325529686316
39-9011.01,2.7733333333333334,1.94,3.04,-1.469219508507901
39-9031.00,3.2866666666666666,2.265,2.48,-1.2805576811883277
39-9032.00,3.856666666666667,2.26,2.3600000000000003,-1.3931000582908002
39-9041.00,3.1799999999999997,2.13,2.085,-1.1355280723215164
41-1011.00,2.9499999999999997,2.405,2.565,-1.1462137454167367
41-1012.00,3.4800000000000004,2.735,2.675,-1.2248502382604085
41-2011.00,2.2433333333333336,2.6,2.5949999999999998,-0.8060379265789424
41-2012.00,2.6633333333333336,3.225,2.4699999999999998,-0.7128636715022235
41-2021.00,3.0700000000000003,2.565,3.27,-1.3645090678855352
41-2022.00,3.3033333333333332,2.685,2.8449999999999998,-1.2528143992912528
41-2031.00,2.94,2.335,2.4850000000000003,-1.140670349778322
41-3011.00,3.4233333333333333,1.975,2.26,-1.3654111502034663
41-3021.00,3.1366666666666667,2.395,1.95,-0.9376068066419554
41-3031.00,3.606666666666667,2.205,1.9100000000000001,-1.1391597179099548
41-3041.00,3.276666666666667,2.17,2.5949999999999998,-1.3656859945564492
41-4011.00,2.5733333333333333,2.26,2.2649999999999997,-0.9474120210193778
41-4011.07,3.4133333333333336,2.085,1.8849999999999998,-1.1268482965924616
41-4012.00,3.106666666666667,2.29,3.19,-1.4650194392599953
41-9011.00,3.0399999999999996,2.1950000000000003,2.83,-1.3659521805461419
41-9012.00,2.1733333333333333,1.83,1.385,-0.49764626005642415
41-9021.00,3.4966666666666666,2.205,2.09,-1.1982466908180065
41-9022.00,3.716666666666667,2.025,2.8,-1.636876925860674
41-9031.00,3.64,2.02,1.69,-1.113614699170518
41-9041.00,3.606666666666667,3.0549999999999997,2.45,-1.0620924166833028
41-9091.00,2.4433333333333334,1.54,2.2800000000000002,-1.2857562537712621
43-1011.00,3.6566666666666663,2.085,2.165,-1.3342034918227175
43-2011.00,2.0966666666666667,2.33,2.045,-0.6098783039613953
43-2021.00,2.9233333333333333,3.275,2.42,-0.7701741887973618
43-3011.00,2.65,2.695,1.585,-0.44374584296641434
43-3021.00,2.856666666666667,2.995,2.29,-0.7812630299403144
43-3031.00,2.77,2.9650000000000003,2.115,-0.6810251002477997
43-3041.00,2.6966666666666668,3.59,2.7950000000000004,-0.7416963465091658
43-3051.00,3.0666666666666664,2.9450000000000003,2.205,-0.831209887182144
43-3061.00,3.02,2.875,1.6600000000000001,-0.5560217595059166
43-3071.00,3.2733333333333334,3.29,2.9400000000000004,-1.0733308502715746
43-4011.00,2.7099999999999995,3.11,2.13,-0.6184478884218002
43-4021.00,2.9133333333333336,3.2199999999999998,1.955,-0.5703067348803466
43-4031.00,2.9299999999999997,2.835,2.165,-0.8053808473037136
43-4041.00,3.14,2.83,1.755,-0.6664149451828447
43-4051.00,3.4066666666666663,2.925,2.92,-1.2240234317038192
43-4061.00,3.44,2.7600000000000002,2.27,-1.0400206231495597
43-4071.00,3.68,2.945,2.425,-1.1086354594667363
43-4081.00,2.9599999999999995,2.665,2.5,-1.021275942592316
43-4111.00,3.6466666666666665,3.28,2.485,-1.016242745478265
43-4121.00,2.873333333333333,2.595,2.285,-0.928252303735808
43-4131.00,3.5833333333333335,2.9099999999999997,1.945,-0.8734023617925709
43-4141.00,2.4499999999999997,2.7649999999999997,2.3499999999999996,-0.733462717738405
43-4151.00,3.4299999999999997,2.54,1.8599999999999999,-0.9209726678725131
43-4161.00,3.2466666666666666,2.745,1.935,-0.8279550805065852
43-4171.00,2.5666666666666664,2.605,2.49,-0.8974580754628144
43-4181.00,3.2433333333333336,3.77,2.5949999999999998,-0.8031131226877366
43-5011.00,2.966666666666667,2.305,3.2,-1.4155091214270534
43-5011.01,4.016666666666667,3.26,2.575,-1.1545747100056376
43-5021.00,2.33,2.46,3.81,-1.2833361067719475
43-5031.00,3.633333333333333,3.33,3.3150000000000004,-1.2856358202124616
43-5032.00,3.0733333333333337,3.25,2.8049999999999997,-0.9755112915334063
43-5041.00,2.7133333333333334,3.51,4.300000000000001,-1.201176876568082
43-5051.00,2.98,2.865,3.04,-1.1512124657687404
43-5052.00,1.7766666666666666,2.695,4.195,-1.0172340850678525
43-5053.00,2.41,3.795,3.375,-0.7623376609794636
43-5061.00,3.28,3.435,2.38,-0.8209269844051229
43-5071.00,2.936666666666667,3.725,3.26,-0.9439354948270717
43-5111.00,3.263333333333333,3.985,3.535,-1.062925154980667
43-6011.00,3.1366666666666667,2.48,2.425,-1.1207336291417342
43-6012.00,3.47,2.8600000000000003,1.99,-0.8814676078634077
43-6013.00,3.33,2.9949999999999997,2.555,-1.044080296080608
43-6014.00,2.8166666666666664,2.745,2.27,-0.84555290923279
43-9021.00,3.1999999999999997,3.33,2.255,-0.77332847876797
43-9022.00,2.6933333333333334,3.0700000000000003,2.0949999999999998,-0.6086555756398893
43-9031.00,3.5566666666666666,2.355,2.5300000000000002,-1.3405023519166002
43-9041.00,2.8766666666666665,3.0500000000000003,2.02,-0.6445881372210199
43-9051.00,2.52,3.83,3.465,-0.8241067309726436
43-9061.00,2.6166666666666667,2.835,2.435,-0.8098060624810451
43-9071.00,2.7433333333333336,3.2,2.42,-0.729790456383783
43-9081.00,2.6966666666666668,2.8449999999999998,2.37,-0.8093433299710364
43-9111.00,3.7733333333333334,2.275,1.47,-0.8912411324946583
45-1011.00,2.986666666666667,2.765,3.675,-1.3786704360092312
45-2011.00,3.14,3.355,3.5,-1.186533997991885
45-2021.00,2.28,1.785,2.6500000000000004,-1.219316667732878
45-2041.00,2.5033333333333334,3.035,3.46,-1.048680341666105
45-2091.00,2.6166666666666667,3.0,3.9250000000000003,-1.2306553056924696
45-2092.00,3.0700000000000003,2.52,3.705,-1.5071019188238242
45-2093.00,2.776666666666667,2.1399999999999997,3.475,-1.5060398174936371
45-3031.00,2.926666666666667,2.25,3.9850000000000003,-1.6454712150047655
45-4011.00,3.0,2.3600000000000003,3.77,-1.5670256710905104
45-4021.00,1.76,2.6449999999999996,4.305,-1.0524198816194918
45-4022.00,2.763333333333333,4.075,4.825,-1.185377668577217
45-4023.00,2.956666666666667,3.555,3.925,-1.1830737956325459
47-1011.00,3.3033333333333332,2.715,3.505,-1.4503306267744416
47-1011.03,2.9633333333333334,2.63,3.73,-1.4357391483237545
47-2011.00,2.6566666666666667,2.51,3.565,-1.3279535048565807
47-2021.00,3.0566666666666666,2.355,4.055,-1.6607349576992587
47-2022.00,3.103333333333333,2.77,4.404999999999999,-1.5963697418097615
47-2031.00,3.3433333333333333,2.77,3.8600000000000003,-1.538788176583227
47-2041.00,2.606666666666667,1.9749999999999999,4.08,-1.6836008559520952
47-2042.00,3.0400000000000005,1.665,3.71,-1.9130642686050672
47-2043.00,3.2133333333333334,3.2249999999999996,4.1850000000000005,-1.4278825736480478
47-2044.00,2.9333333333333336,2.38,3.9400000000000004,-1.5802196684425103
47-2051.00,2.7899999999999996,3.7399999999999998,4.27,-1.1585698116473666
47-2053.00,2.7433333333333336,3.04,4.13,-1.31559361757568
47-2061.00,3.6033333333333335,2.915,4.119999999999999,-1.6278426865419864
47-2071.00,2.7133333333333334,3.38,4.095000000000001,-1.190068899156445
47-2072.00,2.966666666666667,3.205,4.58,-1.4444258958234446
47-2073.00,3.3766666666666665,3.1900000000000004,4.630000000000001,-1.589424980893872
47-2081.00,2.3666666666666667,2.76,3.645,-1.1396081811107233
47-2082.00,2.046666666666667,2.01,3.925,-1.3854440826543288
47-2111.00,3.6333333333333333,2.8,4.455,-1.7545581443086027
47-2121.00,3.03,2.74,4.165,-1.5273209747401049
47-2131.00,2.7433333333333336,2.3899999999999997,3.96,-1.5141243853438389
47-2132.00,2.86,1.995,3.9499999999999997,-1.7338931534029647
47-2141.00,3.1566666666666667,2.65,4.09,-1.583501948586457
47-2142.00,2.283333333333333,2.235,4.125,-1.4384611553271363
47-2151.00,2.6466666666666665,2.6550000000000002,3.66,-1.2943194793103072
47-2152.00,2.926666666666667,2.62,4.31,-1.5716277053215664
47-2152.04,3.6,2.26,3.4050000000000002,-1.6908139717793456
47-2161.00,3.0100000000000002,2.685,4.165,-1.5409756264187626
47-2171.00,2.686666666666667,2.975,3.7800000000000002,-1.2277812384843307
47-2181.00,3.0,2.7249999999999996,3.8499999999999996,-1.4442170088525954
47-2211.00,2.9633333333333334,3.405,4.380000000000001,-1.3381185456445828
47-2221.00,2.623333333333333,2.665,4.325,-1.4486538565272369
47-2231.00,3.1033333333333335,2.855,4.3149999999999995,-1.5455022840482837
47-3011.00,2.9233333333333333,3.26,4.235,-1.3343806504413835
47-3012.00,3.0966666666666662,2.665,4.29,-1.606408939479755
47-3013.00,3.703333333333333,2.54,4.3149999999999995,-1.839166558488375
47-3014.00,2.183333333333333,2.755,3.705,-1.0771185771222231
47-3015.00,3.06,2.715,3.9499999999999997,-1.493338541491421
47-3016.00,3.4,2.49,4.17,-1.7394087569562093
47-4011.00,3.546666666666667,2.26,2.92,-1.5222269982413847
47-4011.01,3.676666666666667,2.045,3.035,-1.6968201796139981
47-4021.00,2.83,3.09,4.25,-1.3590246036818177
47-4031.00,2.48,2.9000000000000004,3.91,-1.207085197181737
47-4041.00,3.013333333333333,2.975,3.48,-1.2598351405247652
47-4051.00,3.1966666666666668,3.4299999999999997,4.26,-1.3788174993306677
47-4061.00,3.4333333333333336,3.4699999999999998,4.404999999999999,-1.4721172719968554
47-4071.00,2.9066666666666663,2.92,4.335,-1.4621449432050933
47-4091.00,3.1666666666666665,2.545,3.59,-1.4967010624360868
47-4099.03,3.31,2.785,3.87,-1.5259548230514144
47-5011.00,2.4633333333333334,3.625,4.074999999999999,-1.0185319046781884
47-5012.00,3.1533333333333338,4.09,4.275,-1.1926992267296905
47-5013.00,3.1933333333333334,4.08,3.99,-1.1387595458003612
47-5022.00,3.0566666666666666,3.585,4.67,-1.381725595229486
47-5023.00,3.0866666666666664,2.795,4.43,-1.5876592374399603
47-5032.00,3.293333333333333,3.34,4.22,-1.425764544150978
47-5041.00,2.85,3.5300000000000002,4.52,-1.2945331171794936
47-5043.00,2.686666666666667,4.18,4.705,-1.1066157943511055
47-5044.00,2.2899999999999996,3.16,4.51,-1.1842769434819145
47-5051.00,2.3366666666666664,2.7199999999999998,3.705,-1.1577767908185332
47-5071.00,2.9600000000000004,3.06,4.61,-1.495002209380237
47-5081.00,3.703333333333333,3.52,4.57,-1.5702855302795367
49-1011.00,3.5933333333333333,2.755,3.8899999999999997,-1.6240719918382183
49-2011.00,2.8433333333333333,2.78,3.835,-1.366695579952152
49-2021.00,3.6833333333333336,2.21,4.245,-1.9565674435293015
49-2022.00,3.4,2.5,4.23,-1.7496866928061472
49-2091.00,3.353333333333333,2.235,3.585,-1.6824721219895347
49-2092.00,3.356666666666667,3.0949999999999998,4.135,-1.5006478404014565
49-2093.00,3.2366666666666664,2.7249999999999996,4.16,-1.5975906397930886
49-2094.00,3.39,2.7800000000000002,3.16,-1.348951021288634
49-2095.00,3.3766666666666665,3.1550000000000002,3.745,-1.3883221505684886
49-2096.00,3.6166666666666667,2.8200000000000003,4.2299999999999995,-1.691017899426523
49-2097.00,3.4,2.185,3.305,-1.6375960763782116
49-2098.00,3.3000000000000003,2.0949999999999998,3.6799999999999997,-1.7572816672791731
49-3011.00,3.5566666666666666,2.85,4.404999999999999,-1.7042450417531358
49-3021.00,3.1233333333333335,2.565,4.44,-1.6875967054036218
49-3022.00,2.4,2.3049999999999997,3.695,-1.3473686153054532
49-3023.00,3.2699999999999996,2.615,4.699999999999999,-1.7710883961082882
49-3031.00,3.26,2.7800000000000002,4.505,-1.6644641587363715
49-3041.00,3.2899999999999996,2.8600000000000003,4.37,-1.6148289490530179
49-3042.00,3.5500000000000003,3.0149999999999997,4.555,-1.6795733040200975
49-3043.00,2.8833333333333333,2.5149999999999997,4.41,-1.6205489181827306
49-3051.00,3.0066666666666664,2.06,4.295,-1.8355776180411514
49-3052.00,3.5400000000000005,2.8049999999999997,4.755,-1.7919198841683772
49-3053.00,3.0233333333333334,2.195,4.140000000000001,-1.7408737167690238
49-3091.00,2.6833333333333336,1.745,3.66,-1.7277683945212468
49-3092.00,3.033333333333333,1.8050000000000002,3.8049999999999997,-1.8554175243834994
49-3093.00,3.0933333333333337,3.13,4.43,-1.476615837634982
49-9011.00,2.89,2.415,4.26,-1.6288263753010837
49-9012.00,3.1833333333333336,2.78,4.135,-1.5549652665976383
49-9021.00,3.276666666666667,2.805,4.065,-1.55783684951608
49-9031.00,2.94,2.435,4.35,-1.6586386699166298
49-9041.00,3.3633333333333333,3.135,4.145,-1.492206160199782
49-9043.00,3.14,3.4699999999999998,3.82,-1.240318628579878
49-9044.00,3.3866666666666667,3.5,4.25,-1.4140021679231836
49-9045.00,2.7433333333333336,3.265,4.065,-1.2283277062922484
49-9051.00,2.6533333333333333,2.7800000000000002,4.484999999999999,-1.4541042789963954
49-9052.00,3.3166666666666664,2.975,4.395,-1.5891837546419387
49-9061.00,2.72,2.0,2.93,-1.3824871227769369
49-9062.00,3.06,2.545,3.44,-1.4197557373471104
49-9063.00,2.8033333333333332,2.355,3.75,-1.4960242978306852
49-9064.00,3.1166666666666667,1.825,3.5149999999999997,-1.7922235928606591
49-9071.00,3.5400000000000005,3.16,4.285,-1.5686752515966058
49-9081.00,3.353333333333333,3.445,4.5600000000000005,-1.4903535950641562
49-9091.00,2.3533333333333335,3.025,3.58,-1.0242844717668453
49-9092.00,2.986666666666667,2.875,4.04,-1.4343499560424744
49-9094.00,3.5399999999999996,2.4050000000000002,4.135,-1.806064152063613
49-9095.00,3.4299999999999997,2.645,4.5,-1.7639665926438601
49-9096.00,2.9299999999999997,3.625,3.74,-1.1062337461487783
49-9097.00,2.4533333333333336,2.57,3.9050000000000002,-1.3157995284571964
49-9098.00,2.676666666666667,2.74,3.825,-1.318172786169081
49-9099.01,3.35,3.16,4.04,-1.454633010211213
51-1011.00,3.4499999999999997,3.585,2.9850000000000003,-1.0552155038362503
51-2011.00,3.2733333333333334,3.02,3.83,-1.4234168055040413
51-2021.00,2.6833333333333336,3.02,3.37,-1.0967157157398546
51-2022.00,2.873333333333333,2.8449999999999998,3.29,-1.2007972932064783
51-2023.00,2.703333333333333,2.9299999999999997,3.23,-1.091965293664801
51-2031.00,2.6999999999999997,2.835,3.9,-1.3121863889661687
51-2041.00,3.013333333333333,2.85,3.7649999999999997,-1.381475752707273
51-2051.00,2.9166666666666665,3.255,3.6449999999999996,-1.1836055015015021
51-2061.00,2.9933333333333336,1.65,2.89,-1.6568688078578502
51-2092.00,2.7266666666666666,2.835,3.4250000000000003,-1.1921393964810192
51-3011.00,2.5433333333333334,3.175,2.905,-0.8446013145874756
51-3021.00,2.716666666666667,3.29,3.6500000000000004,-1.1032452414017815
51-3022.00,3.0966666666666662,3.87,3.675,-1.0786248897807469
51-3023.00,2.2866666666666666,3.635,3.17,-0.6902176299733906
51-3091.00,3.1466666666666665,3.705,3.645,-1.1300167982018707
51-3092.00,3.14,4.1899999999999995,3.71,-1.0225539426054595
51-3093.00,2.9766666666666666,3.26,3.5200000000000005,-1.1675379004516877
51-4021.00,2.7399999999999998,4.109999999999999,3.255,-0.7747271675523681
51-4022.00,3.013333333333333,3.8099999999999996,3.98,-1.1466995158937123
51-4023.00,2.9599999999999995,3.91,4.1,-1.1326388680489563
51-4031.00,2.566666666666667,4.42,3.68,-0.7593810962827615
51-4032.00,3.44,3.64,3.615,-1.2285796453473856
51-4033.00,2.5666666666666664,3.88,3.695,-0.8937534409565114
51-4034.00,3.4933333333333336,3.0,3.9050000000000002,-1.514501884848326
51-4035.00,3.0933333333333337,3.585,3.79,-1.1848568031727509
51-4041.00,2.8333333333333335,4.11,3.8249999999999997,-0.969589313598517
51-4051.00,2.9266666666666663,4.12,3.87,-1.0112654626591708
51-4052.00,2.64,2.71,3.665,-1.27265861760523
51-4061.00,3.1300000000000003,3.5949999999999998,3.71,-1.1725208899983959
51-4062.00,2.78,3.26,3.58,-1.1160865327365384
51-4071.00,2.21,3.34,3.7350000000000003,-0.904769527125833
51-4072.00,2.6366666666666667,3.7,3.645,-0.9545390389218954
51-4081.00,3.64,3.4400000000000004,3.545,-1.322050370247433
51-4111.00,3.2133333333333334,3.055,3.4799999999999995,-1.297561521117169
51-4121.00,2.4766666666666666,2.9000000000000004,3.565,-1.1133668869353888
51-4122.00,3.16,3.3049999999999997,3.915,-1.3199508837379377
51-4191.00,2.56,4.074999999999999,4.16,-0.9606515860718172
51-4192.00,3.3333333333333335,2.7350000000000003,3.84,-1.543313735051627
51-4193.00,3.016666666666667,3.46,4.03,-1.256650255932684
51-4194.00,2.716666666666667,3.455,3.6399999999999997,-1.0515668630136776
51-5111.00,3.3766666666666665,3.075,2.645,-1.0662551936442637
51-5112.00,3.22,3.825,4.31,-1.288760796393474
51-5113.00,3.11,3.585,3.525,-1.1177446884037912
51-6011.00,2.01,3.5949999999999998,3.015,-0.522190561077123
51-6021.00,2.4,3.515,3.26,-0.8001564074698877
51-6031.00,2.31,2.82,3.505,-1.0547011600702332
51-6041.00,2.973333333333333,2.605,3.76,-1.456669940120281
51-6042.00,2.8666666666666667,3.73,3.8899999999999997,-1.095150838565983
51-6051.00,2.6133333333333333,3.4749999999999996,2.45,-0.6111200912340871
51-6052.00,2.6666666666666665,3.44,3.52,-1.0038187712364248
51-6061.00,2.9633333333333334,3.9,3.52,-0.9837991973321085
51-6062.00,2.7099999999999995,3.6849999999999996,3.48,-0.9397104030366924
51-6063.00,2.8466666666666662,3.84,3.405,-0.9259212921342088
51-6064.00,2.4766666666666666,3.7649999999999997,3.54,-0.8452924359553844
51-6091.00,3.033333333333333,3.46,3.9699999999999998,-1.2471596304841608
51-6092.00,3.5766666666666667,2.45,2.75,-1.3899441550963414
51-6093.00,2.813333333333333,2.255,3.75,-1.5429758869674337
51-7011.00,3.216666666666667,2.49,3.5549999999999997,-1.5244179794613726
51-7021.00,3.043333333333333,2.075,3.535,-1.645705551604642
51-7031.00,3.4933333333333336,3.04,3.5,-1.3917618433020242
51-7032.00,3.5499999999999994,3.4050000000000002,3.775,-1.3701030465868365
51-7041.00,2.2433333333333336,3.5300000000000002,3.8550000000000004,-0.8960359910586143
51-7042.00,2.3433333333333333,3.425,3.55,-0.8874205489275996
51-8011.00,3.263333333333333,3.115,2.785,-1.07076788901414
51-8012.00,3.4899999999999998,3.255,2.565,-1.011667939176536
51-8013.00,3.1133333333333333,3.205,3.75,-1.2927377131823277
51-8013.03,3.3166666666666664,3.96,3.51,-1.0783322747137767
