STATEFIP,state_name,year,month,unemployment_rate,unemployment_total,employment_total,labor_force,population
29,Missouri,2003,11,5.2,155838.0,2812748.0,2968586.0,4356254.0
29,Missouri,2003,12,5.2,153867.0,2810496.0,2964363.0,4359233.0
29,Missouri,2004,1,6.1,180224.0,2776424.0,2956648.0,4361616.0
29,Missouri,2004,2,6.1,181705.0,2781283.0,2962988.0,4363944.0
29,Missouri,2004,3,6.1,181854.0,2786791.0,2968645.0,4366945.0
29,Missouri,2004,4,5.3,157823.0,2820676.0,2978499.0,4370122.0
29,Missouri,2004,5,5.6,167197.0,2820426.0,2987623.0,4373680.0
29,Missouri,2004,6,6.2,186783.0,2848151.0,3034934.0,4377274.0
29,Missouri,2004,7,6.3,190121.0,2846012.0,3036133.0,4380791.0
29,Missouri,2004,8,6.0,180264.0,2820227.0,3000491.0,4385095.0
29,Missouri,2004,9,5.6,167817.0,2813278.0,2981095.0,4389325.0
29,Missouri,2004,10,5.5,164276.0,2827674.0,2991950.0,4393685.0
29,Missouri,2004,11,5.7,170909.0,2819760.0,2990669.0,4397268.0
29,Missouri,2004,12,5.7,169735.0,2815817.0,2985552.0,4400862.0
29,Missouri,2005,1,6.5,194582.0,2783172.0,2977754.0,4404435.0
29,Missouri,2005,2,6.6,196217.0,2789585.0,2985802.0,4407771.0
29,Missouri,2005,3,6.2,184292.0,2801484.0,2985776.0,4411162.0
29,Missouri,2005,4,5.4,162072.0,2840244.0,3002316.0,4414910.0
29,Missouri,2005,5,5.4,162493.0,2846420.0,3008913.0,4418942.0
29,Missouri,2005,6,5.6,169428.0,2876839.0,3046267.0,4423262.0
29,Missouri,2005,7,5.5,166967.0,2877392.0,3044359.0,4427647.0
29,Missouri,2005,8,4.9,146594.0,2856476.0,3003070.0,4431936.0
29,Missouri,2005,9,4.8,143872.0,2849704.0,2993576.0,4436319.0
29,Missouri,2005,10,4.7,140438.0,2870099.0,3010537.0,4444420.0
29,Missouri,2005,11,5.1,153294.0,2854058.0,3007352.0,4448576.0
29,Missouri,2005,12,4.8,143109.0,2856386.0,2999495.0,4453109.0
29,Missouri,2006,1,5.3,159208.0,2818365.0,2977573.0,4457005.0
29,Missouri,2006,2,5.5,165043.0,2824331.0,2989374.0,4460549.0
29,Missouri,2006,3,5.1,152396.0,2844147.0,2996543.0,4464013.0
29,Missouri,2006,4,4.5,136665.0,2883383.0,3020048.0,4467710.0
29,Missouri,2006,5,4.5,135471.0,2888683.0,3024154.0,4471581.0
29,Missouri,2006,6,4.9,151816.0,2915723.0,3067539.0,4475520.0
29,Missouri,2006,7,5.1,157402.0,2915125.0,3072527.0,4479574.0
29,Missouri,2006,8,5.0,153697.0,2892419.0,3046116.0,4483410.0
29,Missouri,2006,9,4.7,142181.0,2892698.0,3034879.0,4487529.0
29,Missouri,2006,10,4.5,138574.0,2916623.0,3055197.0,4491739.0
29,Missouri,2006,11,4.6,141138.0,2905399.0,3046537.0,4495539.0
29,Missouri,2006,12,4.6,140410.0,2905517.0,3045927.0,4498903.0
29,Missouri,2007,1,5.4,163452.0,2859712.0,3023164.0,4502340.0
29,Missouri,2007,2,5.5,167568.0,2862099.0,3029667.0,4505219.0
29,Missouri,2007,3,5.0,152371.0,2882893.0,3035264.0,4508278.0
29,Missouri,2007,4,4.5,136564.0,2906958.0,3043522.0,4511662.0
29,Missouri,2007,5,4.7,142071.0,2906288.0,3048359.0,4515100.0
29,Missouri,2007,6,5.2,159521.0,2933299.0,3092820.0,4518744.0
29,Missouri,2007,7,5.4,167270.0,2927897.0,3095167.0,4522361.0
29,Missouri,2007,8,5.2,160203.0,2891760.0,3051963.0,4526402.0
29,Missouri,2007,9,5.1,154395.0,2901332.0,3055727.0,4530575.0
29,Missouri,2007,10,5.0,151881.0,2906931.0,3058812.0,4534549.0
29,Missouri,2007,11,4.9,150344.0,2899859.0,3050203.0,4538293.0
29,Missouri,2007,12,5.3,161724.0,2887708.0,3049432.0,4541807.0
29,Missouri,2008,1,6.0,180843.0,2852440.0,3033283.0,4545043.0
29,Missouri,2008,2,5.8,176791.0,2847025.0,3023816.0,4547859.0
29,Missouri,2008,3,5.9,179134.0,2860733.0,3039867.0,4551006.0
29,Missouri,2008,4,4.9,150934.0,2901147.0,3052081.0,4554306.0
29,Missouri,2008,5,5.7,173743.0,2892012.0,3065755.0,4557789.0
29,Missouri,2008,6,5.9,182605.0,2915841.0,3098446.0,4561518.0
29,Missouri,2008,7,6.4,199658.0,2903094.0,3102752.0,4565190.0
29,Missouri,2008,8,6.5,199803.0,2862750.0,3062553.0,4568340.0
29,Missouri,2008,9,6.1,186794.0,2861603.0,3048397.0,4571353.0
29,Missouri,2008,10,6.2,190300.0,2868573.0,3058873.0,4574446.0
29,Missouri,2008,11,6.7,202796.0,2845539.0,3048335.0,4577109.0
29,Missouri,2008,12,7.4,224512.0,2826682.0,3051194.0,4579308.0
29,Missouri,2009,1,8.8,266384.0,2775156.0,3041540.0,4581657.0
29,Missouri,2009,2,9.2,280529.0,2769985.0,3050514.0,4583730.0
29,Missouri,2009,3,9.2,282392.0,2775447.0,3057839.0,4585739.0
29,Missouri,2009,4,8.3,255907.0,2816678.0,3072585.0,4587853.0
29,Missouri,2009,5,9.0,277391.0,2805229.0,3082620.0,4590340.0
29,Missouri,2009,6,9.4,293802.0,2825537.0,3119339.0,4592768.0
29,Missouri,2009,7,9.5,296175.0,2817113.0,3113288.0,4595582.0
29,Missouri,2009,8,9.4,287070.0,2779835.0,3066905.0,4598729.0
29,Missouri,2009,9,9.1,276054.0,2770001.0,3046055.0,4601876.0
29,Missouri,2009,10,9.0,272097.0,2765377.0,3037474.0,4605295.0
29,Missouri,2009,11,9.1,275452.0,2753237.0,3028689.0,4607862.0
29,Missouri,2009,12,9.3,279325.0,2734203.0,3013528.0,4610050.0
29,Missouri,2010,1,10.3,309590.0,2707803.0,3017393.0,4612297.0
29,Missouri,2010,2,10.4,313456.0,2710892.0,3024348.0,4614150.0
29,Missouri,2010,3,10.1,307693.0,2724559.0,3032252.0,4616194.0
29,Missouri,2010,4,9.1,276940.0,2765578.0,3042518.0,4618728.0
29,Missouri,2010,5,9.1,275418.0,2764344.0,3039762.0,4621422.0
29,Missouri,2010,6,9.2,283086.0,2782698.0,3065784.0,4624173.0
29,Missouri,2010,7,9.6,294809.0,2774565.0,3069374.0,4626899.0
29,Missouri,2010,8,9.4,286842.0,2754632.0,3041474.0,4629181.0
29,Missouri,2010,9,8.9,269679.0,2762005.0,3031684.0,4631431.0
29,Missouri,2010,10,8.8,266378.0,2759163.0,3025541.0,4633885.0
29,Missouri,2010,11,9.2,277846.0,2743243.0,3021089.0,4635568.0
29,Missouri,2010,12,9.1,274290.0,2743962.0,3018252.0,4637077.0
29,Missouri,2011,1,9.9,298068.0,2712261.0,3010329.0,4638651.0
29,Missouri,2011,2,9.7,291885.0,2721381.0,3013266.0,4639666.0
29,Missouri,2011,3,9.2,278112.0,2741226.0,3019338.0,4640956.0
29,Missouri,2011,4,8.4,253852.0,2775608.0,3029460.0,4642372.0
29,Missouri,2011,5,8.6,260783.0,2779354.0,3040137.0,4644092.0
29,Missouri,2011,6,8.8,269322.0,2795048.0,3064370.0,4645895.0
29,Missouri,2011,7,8.8,270868.0,2790479.0,3061347.0,4647865.0
29,Missouri,2011,8,8.7,264286.0,2765844.0,3030130.0,4649696.0
29,Missouri,2011,9,8.1,243495.0,2774479.0,3017974.0,4651806.0
29,Missouri,2011,10,7.7,234000.0,2787187.0,3021187.0,4653982.0
29,Missouri,2011,11,7.4,223393.0,2779100.0,3002493.0,4655497.0
29,Missouri,2011,12,7.5,225827.0,2776052.0,3001879.0,4657035.0
29,Missouri,2012,1,7.9,235897.0,2736159.0,2972056.0,4658660.0
29,Missouri,2012,2,8.1,242144.0,2743381.0,2985525.0,4659681.0
29,Missouri,2012,3,7.8,231992.0,2755965.0,2987957.0,4661160.0
29,Missouri,2012,4,6.7,201678.0,2790251.0,2991929.0,4662615.0
29,Missouri,2012,5,6.9,208925.0,2800195.0,3009120.0,4664185.0
29,Missouri,2012,6,7.2,217121.0,2819337.0,3036458.0,4665978.0
29,Missouri,2012,7,7.6,232170.0,2805947.0,3038117.0,4667799.0
29,Missouri,2012,8,7.2,214572.0,2773536.0,2988108.0,4669853.0
29,Missouri,2012,9,6.3,189482.0,2797014.0,2986496.0,4672004.0
29,Missouri,2012,10,6.5,194576.0,2810440.0,3005016.0,4673997.0
29,Missouri,2012,11,6.4,190418.0,2792281.0,2982699.0,4675755.0
29,Missouri,2012,12,6.7,201571.0,2787095.0,2988666.0,4677242.0
29,Missouri,2013,1,7.7,230405.0,2750997.0,2981402.0,4678480.0
29,Missouri,2013,2,7.5,223925.0,2758053.0,2981978.0,4678943.0
29,Missouri,2013,3,7.1,212764.0,2772559.0,2985323.0,4679934.0
29,Missouri,2013,4,6.3,190483.0,2821094.0,3011577.0,4681126.0
29,Missouri,2013,5,6.7,202866.0,2824456.0,3027322.0,4682729.0
29,Missouri,2013,6,7.1,215746.0,2839776.0,3055522.0,4684631.0
29,Missouri,2013,7,7.3,222291.0,2832071.0,3054362.0,4686576.0
29,Missouri,2013,8,6.9,207623.0,2800176.0,3007799.0,4688464.0
29,Missouri,2013,9,6.1,183863.0,2812208.0,2996071.0,4690498.0
29,Missouri,2013,10,6.1,181793.0,2805196.0,2986989.0,4692513.0
29,Missouri,2013,11,6.0,179979.0,2805594.0,2985573.0,4694427.0
29,Missouri,2013,12,6.2,186693.0,2804686.0,2991379.0,4695999.0
29,Missouri,2014,1,7.2,215562.0,2782281.0,2997843.0,4697601.0
29,Missouri,2014,2,7.5,225971.0,2789746.0,3015717.0,4698774.0
29,Missouri,2014,3,7.2,217019.0,2812570.0,3029589.0,4700205.0
29,Missouri,2014,4,5.8,176221.0,2848296.0,3024517.0,4701758.0
29,Missouri,2014,5,6.2,189130.0,2852669.0,3041799.0,4703542.0
29,Missouri,2014,6,6.3,193033.0,2874085.0,3067118.0,4705494.0
29,Missouri,2014,7,6.6,202351.0,2866506.0,3068857.0,4707485.0
29,Missouri,2014,8,6.2,186248.0,2838312.0,3024560.0,4709793.0
29,Missouri,2014,9,5.5,167192.0,2855518.0,3022710.0,4712112.0
29,Missouri,2014,10,5.1,153884.0,2878324.0,3032208.0,4714415.0
29,Missouri,2014,11,5.3,159681.0,2863927.0,3023608.0,4716432.0
29,Missouri,2014,12,5.3,160966.0,2860423.0,3021389.0,4717980.0
29,Missouri,2015,1,6.2,188703.0,2837896.0,3026599.0,4719468.0
29,Missouri,2015,2,6.1,186322.0,2848577.0,3034899.0,4720341.0
29,Missouri,2015,3,5.9,178877.0,2861402.0,3040279.0,4721522.0
29,Missouri,2015,4,5.2,158591.0,2901693.0,3060284.0,4722921.0
29,Missouri,2015,5,5.4,167579.0,2911479.0,3079058.0,4724773.0
29,Missouri,2015,6,5.3,162727.0,2927247.0,3089974.0,4726767.0
29,Missouri,2015,7,5.5,168767.0,2919260.0,3088027.0,4728741.0
29,Missouri,2015,8,4.9,150256.0,2895296.0,3045552.0,4730523.0
29,Missouri,2015,9,4.3,130125.0,2904471.0,3034596.0,4732293.0
29,Missouri,2015,10,4.2,127701.0,2917607.0,3045308.0,4734157.0
29,Missouri,2015,11,4.2,126585.0,2908982.0,3035567.0,4735646.0
29,Missouri,2015,12,4.2,128857.0,2912542.0,3041399.0,4737056.0
29,Missouri,2016,1,4.9,149924.0,2889996.0,3039920.0,4738156.0
29,Missouri,2016,2,5.0,152455.0,2904334.0,3056789.0,4739269.0
29,Missouri,2016,3,4.9,150641.0,2914884.0,3065525.0,4740610.0
29,Missouri,2016,4,4.3,132188.0,2940944.0,3073132.0,4742082.0
29,Missouri,2016,5,4.3,133717.0,2948461.0,3082178.0,4743620.0
29,Missouri,2016,6,4.8,149240.0,2965225.0,3114465.0,4745279.0
29,Missouri,2016,7,5.1,158663.0,2950983.0,3109646.0,4747093.0
29,Missouri,2016,8,5.0,153470.0,2915765.0,3069235.0,4749036.0
29,Missouri,2016,9,4.3,132924.0,2927451.0,3060375.0,4751184.0
29,Missouri,2016,10,4.1,124696.0,2934431.0,3059127.0,4753459.0
29,Missouri,2016,11,3.8,116847.0,2922724.0,3039571.0,4755369.0
29,Missouri,2016,12,4.1,123511.0,2915981.0,3039492.0,4757205.0
29,Missouri,2017,1,4.7,143673.0,2887339.0,3031012.0,4758767.0
29,Missouri,2017,2,4.7,142212.0,2901081.0,3043293.0,4759759.0
29,Missouri,2017,3,4.3,130774.0,2917141.0,3047915.0,4761103.0
29,Missouri,2017,4,3.6,111819.0,2952429.0,3064248.0,4762575.0
29,Missouri,2017,5,3.8,115922.0,2951269.0,3067191.0,4764259.0
29,Missouri,2017,6,3.7,114489.0,2969015.0,3083504.0,4766205.0
29,Missouri,2017,7,4.1,125349.0,2963508.0,3088857.0,4768073.0
29,Missouri,2017,8,4.0,122046.0,2925914.0,3047960.0,4769381.0
29,Missouri,2017,9,3.1,94782.0,2952236.0,3047018.0,4771002.0
29,Missouri,2017,10,2.9,87147.0,2946839.0,3033986.0,4772510.0
29,Missouri,2017,11,3.2,97723.0,2930914.0,3028637.0,4773745.0
29,Missouri,2017,12,3.3,101063.0,2921449.0,3022512.0,4774853.0
29,Missouri,2018,1,4.1,122730.0,2890846.0,3013576.0,4775447.0
29,Missouri,2018,2,4.0,119972.0,2914936.0,3034908.0,4775635.0
29,Missouri,2018,3,3.8,116317.0,2925641.0,3041958.0,4776351.0
29,Missouri,2018,4,3.1,95377.0,2962122.0,3057499.0,4777315.0
29,Missouri,2018,5,3.1,95587.0,2962339.0,3057926.0,4778373.0
29,Missouri,2018,6,3.3,102505.0,2975501.0,3078006.0,4779857.0
29,Missouri,2018,7,3.5,109078.0,2971244.0,3080322.0,4781364.0
29,Missouri,2018,8,3.2,97917.0,2925014.0,3022931.0,4783584.0
29,Missouri,2018,9,2.5,75974.0,2948554.0,3024528.0,4786009.0
29,Missouri,2018,10,2.5,75248.0,2963362.0,3038610.0,4788259.0
29,Missouri,2018,11,2.6,78829.0,2948364.0,3027193.0,4789938.0
29,Missouri,2018,12,3.0,92572.0,2942789.0,3035361.0,4791343.0
29,Missouri,2019,1,3.9,117321.0,2913793.0,3031114.0,4792540.0
29,Missouri,2019,2,3.7,113574.0,2936625.0,3050199.0,4793187.0
29,Missouri,2019,3,3.7,113663.0,2942410.0,3056073.0,4794328.0
29,Missouri,2019,4,2.8,86928.0,2970227.0,3057155.0,4795674.0
29,Missouri,2019,5,3.0,93259.0,2970552.0,3063811.0,4797267.0
29,Missouri,2019,6,3.2,99103.0,2992040.0,3091143.0,4799211.0
29,Missouri,2019,7,3.6,110196.0,2991506.0,3101702.0,4801256.0
29,Missouri,2019,8,3.3,102237.0,2961524.0,3063761.0,4803761.0
29,Missouri,2019,9,2.6,79503.0,2988386.0,3067889.0,4806452.0
29,Missouri,2019,10,2.8,87958.0,2998785.0,3086743.0,4809018.0
29,Missouri,2019,11,3.0,91124.0,2984854.0,3075978.0,4811019.0
29,Missouri,2019,12,3.2,98084.0,2978123.0,3076207.0,4812810.0
29,Missouri,2020,1,3.8,117432.0,2950256.0,3067688.0,4814332.0
29,Missouri,2020,2,3.5,107609.0,2970050.0,3077659.0,4814915.0
29,Missouri,2020,3,4.2,128181.0,2941433.0,3069614.0,4816047.0
29,Missouri,2020,4,10.9,318463.0,2605752.0,2924215.0,4817854.0
29,Missouri,2020,5,9.9,282379.0,2575619.0,2857998.0,4819353.0
29,Missouri,2020,6,8.5,255898.0,2761835.0,3017733.0,4821696.0
29,Missouri,2020,7,8.0,248515.0,2863428.0,3111943.0,4824064.0
29,Missouri,2020,8,6.3,193067.0,2872776.0,3065843.0,4826308.0
29,Missouri,2020,9,5.2,157495.0,2878079.0,3035574.0,4828734.0
29,Missouri,2020,10,4.5,137025.0,2906366.0,3043391.0,4831667.0
29,Missouri,2020,11,4.5,135662.0,2881300.0,3016962.0,4834029.0
29,Missouri,2020,12,4.9,147214.0,2878619.0,3025833.0,4835626.0
29,Missouri,2021,1,5.5,165528.0,2843797.0,3009325.0,4836368.0
29,Missouri,2021,2,5.3,160815.0,2860524.0,3021339.0,4836796.0
29,Missouri,2021,3,5.0,151236.0,2873714.0,3024950.0,4838711.0
29,Missouri,2021,4,4.5,135447.0,2906104.0,3041551.0,4841367.0
29,Missouri,2021,5,4.7,142618.0,2911184.0,3053802.0,4844172.0
29,Missouri,2021,6,4.8,146157.0,2923151.0,3069308.0,4846998.0
29,Missouri,2021,7,4.4,133781.0,2923908.0,3057689.0,4849907.0
29,Missouri,2021,8,4.0,121512.0,2897961.0,3019473.0,4851970.0
29,Missouri,2021,9,3.1,94709.0,2928740.0,3023449.0,4853423.0
29,Missouri,2021,10,3.1,93893.0,2933565.0,3027458.0,4854781.0
29,Missouri,2021,11,2.8,84152.0,2933205.0,3017357.0,4856003.0
29,Missouri,2021,12,2.8,83512.0,2932927.0,3016439.0,4857229.0
29,Missouri,2022,1,3.5,106578.0,2911944.0,3018522.0,4858078.0
29,Missouri,2022,2,3.2,97784.0,2926187.0,3023971.0,4857944.0
29,Missouri,2022,3,2.9,89118.0,2948418.0,3037536.0,4859055.0
29,Missouri,2022,4,2.1,63843.0,2971156.0,3034999.0,4860995.0
29,Missouri,2022,5,2.3,70849.0,2978806.0,3049655.0,4863508.0
29,Missouri,2022,6,2.4,73051.0,2989827.0,3062878.0,4865878.0
29,Missouri,2022,7,2.9,87464.0,2980617.0,3068081.0,4868190.0
29,Missouri,2022,8,2.8,86585.0,2957268.0,3043853.0,4871285.0
29,Missouri,2022,9,2.0,59976.0,2975532.0,3035508.0,4874648.0
29,Missouri,2022,10,2.5,75011.0,2979520.0,3054531.0,4877880.0
29,Missouri,2022,11,2.4,72836.0,2962398.0,3035234.0,4880678.0
29,Missouri,2022,12,2.4,73986.0,2973628.0,3047614.0,4883370.0
29,Missouri,2023,1,3.2,96988.0,2943876.0,3040864.0,4885616.0
29,Missouri,2023,2,3.2,98860.0,2961229.0,3060089.0,4888201.0
29,Missouri,2023,3,3.1,96880.0,2984380.0,3081260.0,4891138.0
29,Missouri,2023,4,2.6,80151.0,3016620.0,3096771.0,4894144.0
29,Missouri,2023,5,3.1,96131.0,3009747.0,3105878.0,4897243.0
29,Missouri,2023,6,3.3,102280.0,3024860.0,3127140.0,4900551.0
29,Missouri,2023,7,3.4,105984.0,3024346.0,3130330.0,4903924.0
29,Missouri,2023,8,3.4,105914.0,2997423.0,3103337.0,4907992.0
29,Missouri,2023,9,2.8,85850.0,3012913.0,3098763.0,4912178.0
29,Missouri,2023,10,3.2,98718.0,3011565.0,3110283.0,4916276.0
29,Missouri,2023,11,2.9,89115.0,3009502.0,3098617.0,4919996.0
29,Missouri,2023,12,3.1,94538.0,2992339.0,3086877.0,4923508.0
29,Missouri,2024,1,3.9,120664.0,2972647.0,3093311.0,4926580.0
29,Missouri,2024,2,4.1,127129.0,2977632.0,3104761.0,4929736.0
29,Missouri,2024,3,3.9,121862.0,2995672.0,3117534.0,4933494.0
29,Missouri,2024,4,3.3,103066.0,3031081.0,3134147.0,4937303.0
29,Missouri,2024,5,3.7,117644.0,3022340.0,3139984.0,4941227.0
29,Missouri,2024,6,3.9,124766.0,3044587.0,3169353.0,4945170.0
29,Missouri,2024,7,4.3,135627.0,3041642.0,3177269.0,4949191.0
29,Missouri,2024,8,3.9,121940.0,3011928.0,3133868.0,4952709.0
29,Missouri,2024,9,3.0,94080.0,3036719.0,3130799.0,4956361.0
29,Missouri,2024,10,3.3,102228.0,3035256.0,3137484.0,4959871.0
29,Missouri,2024,11,3.3,102110.0,3014554.0,3116664.0,4962798.0
29,Missouri,2024,12,3.2,100430.0,3018575.0,3119005.0,4965564.0
29,Missouri,2025,1,4.4,136350.0,2997779.0,3134129.0,4967961.0
29,Missouri,2025,2,4.4,139866.0,3007310.0,3147176.0,4970095.0
29,Missouri,2025,3,4.4,137668.0,3018811.0,3156479.0,4972605.0
29,Missouri,2025,4,3.8,119404.0,3054363.0,3173767.0,4975040.0
29,Missouri,2025,5,3.9,122710.0,3043297.0,3166007.0,4977832.0
29,Missouri,2025,6,4.4,140977.0,3067983.0,3208960.0,4980820.0
29,Missouri,2025,7,4.7,149416.0,3055909.0,3205325.0,4983871.0
29,Missouri,2025,8,4.5,142535.0,3042579.0,3185114.0,4987046.0
29,Missouri,2025,9,3.5,110273.0,3073133.0,3183406.0,4990373.0
29,Missouri,2025,10,,,,,
29,Missouri,2025,11,3.5,111102.0,3088803.0,3199905.0,4996240.0
29,Missouri,2025,12,3.3,104179.0,3086234.0,3190413.0,4998799.0
30,Montana,1976,1,7.9,25619.0,299041.0,324660.0,531000.0
30,Montana,1976,2,7.5,24276.0,301102.0,325378.0,532000.0
30,Montana,1976,3,6.8,22281.0,303706.0,325987.0,533000.0
30,Montana,1976,4,6.0,19694.0,311030.0,330724.0,534000.0
30,Montana,1976,5,4.9,16196.0,313989.0,330185.0,535000.0
30,Montana,1976,6,6.1,20722.0,317570.0,338292.0,536000.0
30,Montana,1976,7,5.1,17816.0,330567.0,348383.0,537000.0
30,Montana,1976,8,5.1,17507.0,327149.0,344656.0,538000.0
30,Montana,1976,9,4.7,15656.0,317625.0,333281.0,539000.0
30,Montana,1976,10,5.3,17719.0,319054.0,336773.0,540000.0
30,Montana,1976,11,5.8,19532.0,316064.0,335596.0,542000.0
30,Montana,1976,12,6.4,21452.0,313099.0,334551.0,543000.0
30,Montana,1977,1,7.5,25122.0,308399.0,333521.0,544000.0
30,Montana,1977,2,7.7,25937.0,311074.0,337011.0,545000.0
30,Montana,1977,3,7.4,25022.0,314527.0,339549.0,546000.0
30,Montana,1977,4,5.9,20112.0,321095.0,341207.0,547000.0
30,Montana,1977,5,5.3,18264.0,327689.0,345953.0,549000.0
30,Montana,1977,6,6.4,22892.0,335931.0,358823.0,550000.0
30,Montana,1977,7,5.5,19837.0,340195.0,360032.0,551000.0
30,Montana,1977,8,5.2,18830.0,344211.0,363041.0,552000.0
30,Montana,1977,9,5.4,19038.0,335822.0,354860.0,554000.0
30,Montana,1977,10,5.6,19556.0,330075.0,349631.0,555000.0
30,Montana,1977,11,6.2,21613.0,328931.0,350544.0,556000.0
30,Montana,1977,12,6.5,22751.0,328438.0,351189.0,557000.0
30,Montana,1978,1,7.5,26219.0,323514.0,349733.0,559000.0
30,Montana,1978,2,7.7,27118.0,324848.0,351966.0,560000.0
30,Montana,1978,3,7.3,25977.0,328778.0,354755.0,561000.0
30,Montana,1978,4,5.8,20728.0,338993.0,359721.0,562000.0
30,Montana,1978,5,4.9,17724.0,344446.0,362170.0,564000.0
30,Montana,1978,6,5.5,20518.0,353813.0,374331.0,565000.0
30,Montana,1978,7,4.8,18406.0,361720.0,380126.0,566000.0
30,Montana,1978,8,4.7,17700.0,360678.0,378378.0,567000.0
30,Montana,1978,9,4.4,16358.0,351735.0,368093.0,567000.0
30,Montana,1978,10,4.4,16267.0,351684.0,367951.0,568000.0
30,Montana,1978,11,4.9,17718.0,346027.0,363745.0,568000.0
30,Montana,1978,12,5.6,20266.0,342180.0,362446.0,569000.0
30,Montana,1979,1,6.5,23393.0,334803.0,358196.0,569000.0
30,Montana,1979,2,6.3,22627.0,335992.0,358619.0,570000.0
30,Montana,1979,3,6.4,23167.0,338502.0,361669.0,571000.0
30,Montana,1979,4,5.5,20050.0,344372.0,364422.0,571000.0
30,Montana,1979,5,4.4,16178.0,350657.0,366835.0,572000.0
30,Montana,1979,6,5.2,19924.0,361031.0,380955.0,572000.0
30,Montana,1979,7,4.6,17495.0,364283.0,381778.0,573000.0
30,Montana,1979,8,4.6,17621.0,361824.0,379445.0,573000.0
30,Montana,1979,9,4.3,16052.0,356317.0,372369.0,573000.0
30,Montana,1979,10,4.6,17095.0,354855.0,371950.0,573000.0
30,Montana,1979,11,5.0,18283.0,350937.0,369220.0,573000.0
30,Montana,1979,12,5.4,19689.0,348026.0,367715.0,573000.0
30,Montana,1980,1,6.9,25271.0,342190.0,367461.0,573000.0
30,Montana,1980,2,6.7,24701.0,342783.0,367484.0,572984.0
30,Montana,1980,3,6.9,25663.0,344068.0,369731.0,572970.0
30,Montana,1980,4,6.6,24399.0,346296.0,370695.0,572954.0
30,Montana,1980,5,5.6,20701.0,348631.0,369332.0,573939.0
30,Montana,1980,6,6.4,24174.0,351969.0,376143.0,573924.0
30,Montana,1980,7,6.1,23362.0,357282.0,380644.0,574909.0
30,Montana,1980,8,6.0,22463.0,354767.0,377230.0,574893.0
30,Montana,1980,9,5.7,21149.0,348431.0,369580.0,575877.0
30,Montana,1980,10,6.1,22811.0,351707.0,374518.0,576862.0
30,Montana,1980,11,6.1,22717.0,348745.0,371462.0,576846.0
30,Montana,1980,12,6.7,24735.0,346245.0,370980.0,577831.0
30,Montana,1981,1,7.9,29556.0,345033.0,374589.0,577815.0
30,Montana,1981,2,7.5,28168.0,345496.0,373664.0,578799.0
30,Montana,1981,3,7.4,28045.0,350796.0,378841.0,579785.0
30,Montana,1981,4,6.4,24309.0,358259.0,382568.0,579769.0
30,Montana,1981,5,6.0,23117.0,360826.0,383943.0,580754.0
30,Montana,1981,6,6.7,25951.0,361967.0,387918.0,580738.0
30,Montana,1981,7,5.8,22848.0,369925.0,392773.0,581722.0
30,Montana,1981,8,5.9,22990.0,368220.0,391210.0,582706.0
30,Montana,1981,9,6.1,23105.0,357736.0,380841.0,582690.0
30,Montana,1981,10,6.5,25124.0,358835.0,383959.0,583674.0
30,Montana,1981,11,7.1,27189.0,354699.0,381888.0,583658.0
30,Montana,1981,12,8.0,30399.0,349258.0,379657.0,584643.0
30,Montana,1982,1,9.1,34267.0,343319.0,377586.0,584627.0
30,Montana,1982,2,9.2,34653.0,343620.0,378273.0,585610.0
30,Montana,1982,3,9.5,36337.0,345470.0,381807.0,585596.0
30,Montana,1982,4,8.8,33681.0,350074.0,383755.0,586579.0
30,Montana,1982,5,8.0,30834.0,356690.0,387524.0,586564.0
30,Montana,1982,6,8.6,34036.0,359535.0,393571.0,587547.0
30,Montana,1982,7,7.9,31398.0,367075.0,398473.0,587532.0
30,Montana,1982,8,7.7,30552.0,366484.0,397036.0,588515.0
30,Montana,1982,9,7.8,30123.0,357489.0,387612.0,589498.0
30,Montana,1982,10,8.2,32050.0,356849.0,388899.0,589483.0
30,Montana,1982,11,8.9,34381.0,353580.0,387961.0,590466.0
30,Montana,1982,12,9.6,37104.0,349869.0,386973.0,591450.0
30,Montana,1983,1,10.6,40836.0,344792.0,385628.0,592433.0
30,Montana,1983,2,10.4,40240.0,344917.0,385157.0,592417.0
30,Montana,1983,3,10.3,39775.0,347795.0,387570.0,593401.0
30,Montana,1983,4,9.0,35286.0,354727.0,390013.0,594384.0
30,Montana,1983,5,8.6,33631.0,357088.0,390719.0,595368.0
30,Montana,1983,6,9.0,36121.0,367334.0,403455.0,595351.0
30,Montana,1983,7,8.0,32482.0,375066.0,407548.0,596335.0
30,Montana,1983,8,7.9,32100.0,373945.0,406045.0,596319.0
30,Montana,1983,9,7.5,30105.0,369735.0,399840.0,597301.0
30,Montana,1983,10,7.7,30652.0,366576.0,397228.0,597286.0
30,Montana,1983,11,7.9,31357.0,364581.0,395938.0,598268.0
30,Montana,1983,12,8.2,32253.0,361760.0,394013.0,598253.0
30,Montana,1984,1,8.9,35025.0,356397.0,391422.0,598236.0
30,Montana,1984,2,8.5,33295.0,360185.0,393480.0,599219.0
30,Montana,1984,3,8.6,34278.0,363526.0,397804.0,599204.0
30,Montana,1984,4,7.8,31024.0,369264.0,400288.0,600186.0
30,Montana,1984,5,6.8,27687.0,376532.0,404219.0,600170.0
30,Montana,1984,6,7.4,30524.0,382163.0,412687.0,601153.0
30,Montana,1984,7,7.0,29110.0,387130.0,416240.0,601137.0
