STATEFIP,YEAR,mean_routine,mean_abstract,mean_manual,total_emp
46,1980,2.3603113516551577,3.7176054568237085,2.5989319280797925,1426161.21
46,1981,2.3667277288481112,3.7123839308166744,2.6333705123575815,1438420.96
46,1982,2.3620818125918968,3.7049117123089137,2.6214302509503775,1368090.81
46,1983,2.3535662401733117,3.7019334904229826,2.588344152039344,1253152.31
46,1984,2.351524753530959,3.6929419226923836,2.5730237044450237,1250736.51
46,1985,2.3785417234783557,3.688915015393236,2.6312808028775376,1292969.9600000002
46,1986,2.3710590003939047,3.6941902822073347,2.6104974895423694,1319681.08
46,1987,2.352986149381331,3.6992193061421093,2.5852449893605227,1266749.06
46,1988,2.3566230983392686,3.699746855344938,2.587938687891477,1396115.8
46,1989,2.347654624879422,3.701030939527037,2.568845898261701,1452246.91
46,1990,2.33285200132088,3.709215682320704,2.5488340011897495,1341229.44
46,1991,2.3365678445336213,3.7116724444176765,2.5432225768817656,1371459.6600000001
46,1992,2.3597348399670923,3.6795067114173006,2.531793614941517,1393799.2000000002
46,1993,2.365375154485339,3.680166133685561,2.5355308638825784,1354124.75
46,1994,2.3652742548963657,3.673691363025645,2.529262312168088,1416346.2439
46,1995,2.353157962560752,3.6842499079966067,2.533360917658195,1541311.9027
46,1996,2.3492097606617905,3.6961457895987535,2.4778600152644614,1516155.5969
46,1997,2.3472010439219146,3.687193296389474,2.4815816652636578,1541085.9017999999
46,1998,2.3264971449067176,3.686428344369856,2.4505795111516457,1580796.2818000002
46,1999,2.330116109450124,3.696339520635906,2.4398681264022515,1623125.0277999998
46,2000,2.3300787465795145,3.6894436543196703,2.4319671072501885,1760898.5781000003
46,2001,2.3320403759195276,3.68983553488054,2.452902104258424,1803161.0244
46,2002,2.3338516035181014,3.6863148002568966,2.434706332556747,1838324.4895
46,2003,2.332253587790472,3.7047574612003005,2.3966384384542065,1674273.3795999999
46,2004,2.3474031207482606,3.692278964860455,2.421362491374421,1634114.3161
46,2005,2.3633485745191423,3.693503418376795,2.4404962504320253,1701029.0923
